Title,authors,title,date,year,volume,page,endpage,DOI,citations,citations.yr,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ten Simple Rules for Cultivating Open Science and Collaborative R&D,"Masum, Hassan; Rao, Aarthi; Good, Benjamin M.; Todd, Matthew H.; Edwards, Aled M.; Chan, Leslie; Bunin, Barry A.; Su, Andrew I.; Thomas, Zakir; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,SEP 2013,2013,9,,,10.1371/journal.pcbi.1003244,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0
Ten Simple Rules to Commercialize Scientific Research,"Fletcher, Anthony C.; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,SEP 2012,2012,8,,,10.1371/journal.pcbi.1002712,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0
Ten Simple Rules for Online Learning,"Searls, David B.",PLOS COMPUTATIONAL BIOLOGY,SEP 2012,2012,8,,,10.1371/journal.pcbi.1002631,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0
Ten Simple Rules for Getting Help from Online Scientific Communities,"Dall'Olio, Giovanni M.; Marino, Jacopo; Schubert, Michael; Keys, Kevin L.; Stefan, Melanie I.; Gillespie, Colin S.; Poulain, Pierre; Shameer, Khader; Sugar, Robert; Invergo, Brandon M.; Jensen, Lars J.; Bertranpetit, Jaume; Laayouni, Hafid",PLOS COMPUTATIONAL BIOLOGY,SEP 2011,2011,7,,,10.1371/journal.pcbi.1002202,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0
Ten simple rules for organizing a scientific meeting,"Corpas, Manuel; Gehlenborg, Nils; Janga, Sarath Chandra; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,JUN 2008,2008,4,,,10.1371/journal.pcbi.1000080,6,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0
Ten simple rules for graduate students,"Gu, Jenny; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,NOV 2007,2007,3,2045,2046,10.1371/journal.pcbi.0030229,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
Ten Simple Rules for Selecting a Bio-ontology,"Malone, James; Stevens, Robert; Jupp, Simon; Hancocks, Tom; Parkinson, Helen; Brooksbank, Cath",PLOS COMPUTATIONAL BIOLOGY,FEB 2016,2016,12,,,10.1371/journal.pcbi.1004743,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Ten Simple Rules for Protecting Research Integrity,"Shaw, David M.; Erren, Thomas C.",PLOS COMPUTATIONAL BIOLOGY,OCT 2015,2015,11,,,10.1371/journal.pcbi.1004388,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
Ten Simple Rules for Choosing between Industry and Academia,"Searls, David B.",PLOS COMPUTATIONAL BIOLOGY,JUN 2009,2009,5,,,10.1371/journal.pcbi.1000388,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0
Ten simple rules to consider regarding preprint submission,"Bourne, Philip E.; Polka, Jessica K.; Vale, Ronald D.; Kiley, Robert",PLOS COMPUTATIONAL BIOLOGY,MAY 2017,2017,13,,,10.1371/journal.pcbi.1005473,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Ten simple rules for responsible big data research,"Zook, Matthew; Barocas, Solon; Boyd, Danah; Crawford, Kate; Keller, Emily; Gangadharan, Seeta Pena; Goodman, Alyssa; Hollander, Rachelle; Koenig, Barbara A.; Metcalf, Jacob; Narayanan, Arvind; Nelson, Alondra; Pasquale, Frank",PLOS COMPUTATIONAL BIOLOGY,MAR 2017,2017,13,,,10.1371/journal.pcbi.1005399,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Ten Simple Rules for Creating a Good Data Management Plan,"Michener, William K.",PLoS Computational Biology,OCT 2015,2015,11,,,10.1371/journal.pcbi.1004525,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Ten Simple Rules for Writing a PLOS Ten Simple Rules Article,"Dashnow, Harriet; Lonsdale, Andrew; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,OCT 2014,2014,10,,,10.1371/journal.pcbi.1003858,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
Ten Simple Rules for Starting a Regional Student Group,"Shanmugam, Avinash Kumar; Macintyre, Geoff; Michaut, Magali; Abeel, Thomas",PLOS COMPUTATIONAL BIOLOGY,NOV 2013,2013,9,,,10.1371/journal.pcbi.1003340,4,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Ten Simple Rules To Combine Teaching and Research,"Vicens, Quentin; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,APR 2009,2009,5,,,10.1371/journal.pcbi.1000358,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
Ten Simple Rules to Enable Multi-site Collaborations through Data Sharing,"Boland, Mary Regina; Karczewski, Konrad J.; Tatonetti, Nicholas P.",PLOS COMPUTATIONAL BIOLOGY,JAN 2017,2017,13,,,10.1371/journal.pcbi.1005278,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ten Simple Rules for Developing Usable Software in Computational Biology,"List, Markus; Ebert, Peter; Albrecht, Felipe",PLOS COMPUTATIONAL BIOLOGY,JAN 2017,2017,13,,,10.1371/journal.pcbi.1005265,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ten Simple Rules for Finishing Your PhD,"Marino, Jacopo; Stefan, Melanie I.; Blackford, Sarah",PLOS COMPUTATIONAL BIOLOGY,DEC 2014,2014,10,,,10.1371/journal.pcbi.1003954,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Ten Simple Rules for Writing Research Papers,"Zhang, Weixiong",PLOS COMPUTATIONAL BIOLOGY,JAN 2014,2014,10,,,10.1371/journal.pcbi.1003453,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Ten Simple Rules to Protect Your Intellectual Property,"Jolly, Mark; Fletcher, Anthony C.; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,NOV 2012,2012,8,,,10.1371/journal.pcbi.1002766,3,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Ten Simple Rules for Providing a Scientific Web Resource,"Schultheiss, Sebastian J.",PLOS COMPUTATIONAL BIOLOGY,MAY 2011,2011,7,,,10.1371/journal.pcbi.1001126,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Ten simple rules to make the most out of your undergraduate research career,"Yu, Megan; Kuo, Yu-Min",PLOS COMPUTATIONAL BIOLOGY,MAY 2017,2017,13,,,10.1371/journal.pcbi.1005484,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ten Simple Rules for Establishing International Research Collaborations,"de Grijs, Richard",PLoS Computational Biology,OCT 2015,2015,11,,,10.1371/journal.pcbi.1004311,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ten Simple Rules for Experiments' Provenance,"Kazic, Toni",PLOS COMPUTATIONAL BIOLOGY,OCT 2015,2015,11,,,10.1371/journal.pcbi.1004384,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ten Simple Rules for a Computational Biologist's Laboratory Notebook,"Schnell, Santiago",PLOS COMPUTATIONAL BIOLOGY,SEP 2015,2015,11,,,10.1371/journal.pcbi.1004385,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ten Simple Rules for Chairing a Scientific Session,"Bateman, Alex; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,SEP 2009,2009,5,,,10.1371/journal.pcbi.1000517,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Ten simple rules for getting published - Reply,"Grosch, Eric",PLOS COMPUTATIONAL BIOLOGY,SEP 2007,2007,3,1836,1837,10.1371/journal.pcbi.0030190,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ten Simple Rules for Developing Public Biological Databases,"Helmy, Mohamed; Crits-Christoph, Alexander; Bader, Gary D.",PLOS COMPUTATIONAL BIOLOGY,NOV 2016,2016,12,,,10.1371/journal.pcbi.1005128,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for Developing a MOOC,"Manallack, David T.; Yuriev, Elizabeth",PLOS COMPUTATIONAL BIOLOGY,OCT 2016,2016,12,,,10.1371/journal.pcbi.1005061,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for Curating and Facilitating Small Workshops,"McInerny, Greg J.",PLOS COMPUTATIONAL BIOLOGY,JUL 2016,2016,12,,,10.1371/journal.pcbi.1004745,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for Writing a Postdoctoral Fellowship,"Yuan, Ke; Cai, Lei; Ngok, Siu Ping; Ma, Li; Botham, Crystal M.",PLOS COMPUTATIONAL BIOLOGY,JUL 2016,2016,12,,,10.1371/journal.pcbi.1004934,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for a Bioinformatics Journal Club,"Lonsdale, Andrew; Penington, Jocelyn Sietsma; Rice, Timothy; Walker, Michael; Dashnow, Harriet",PLOS COMPUTATIONAL BIOLOGY,JAN 2016,2016,12,,,10.1371/journal.pcbi.1004526,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for a Community Computational Challenge,"Friedberg, Iddo; Wass, Mark N.; Mooney, Sean D.; Radivojac, Predrag",PLOS COMPUTATIONAL BIOLOGY,APR 2015,2015,11,,,10.1371/journal.pcbi.1004150,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules to Win a Nobel Prize,"Roberts, Richard J.",PLOS COMPUTATIONAL BIOLOGY,APR 2015,2015,11,,,10.1371/journal.pcbi.1004084,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for Internship in a Pharmaceutical Company,"Chen, Bin",PLOS COMPUTATIONAL BIOLOGY,MAY 2014,2014,10,,,10.1371/journal.pcbi.1003600,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ten Simple Rules for Starting a Company,"Fletcher, Anthony C.; Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,MAR 2012,2012,8,,,10.1371/journal.pcbi.1002439,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ten Simple Rules for Getting Ahead as a Computational Biologist in Academia,"Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,JAN 2011,2011,7,,,10.1371/journal.pcbi.1002001,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ten simple rules for neuroimaging meta-analysis,"Mueller, Veronika I.; Cieslik, Edna C.; Laird, Angela R.; Fox, Peter T.; Radua, Joaquim; Mataix-Cols, David; Tench, Christopher R.; Yarkoni, Tal; Nichols, Thomas E.; Turkeltaub, Peter E.; Wager, Tor D.; Eickhoff, Simon B.",NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,JAN 2018,2018,84,151,161,10.1016/j.neubiorev.2017.11.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
